Sentinel_ID,Date,Chla_Value,Turbidity_NTU,Shrinkage_Percent
SAS1412_046,2020-09-15,4.82,7.013999999999999,1.5
SAS1412_047,2020-09-16,4.68,6.960000000000001,1.5330000000000013
SAS1412_048,2020-09-17,4.7,6.9510000000000005,1.5499999999999972
SAS1412_049,2020-09-18,4.57,6.930999999999999,1.561000000000007
SAS1412_050,2020-09-19,4.58,6.941000000000001,1.5859999999999985
SAS1412_051,2020-09-20,4.77,6.976000000000001,1.551000000000002
SAS1412_052,2020-09-21,4.7,6.954000000000001,1.5679999999999978
SAS1412_053,2020-09-22,4.83,6.968,1.5300000000000011
SAS1412_054,2020-09-23,4.73,6.981,1.5030000000000001
SAS1412_055,2020-09-24,4.81,6.928000000000001,1.5409999999999968
SAS1412_056,2020-09-25,4.74,6.9559999999999995,1.563999999999993
SAS1412_057,2020-09-26,4.7,6.994999999999999,1.5849999999999937
SAS1412_058,2020-09-27,4.55,7.005000000000001,1.5990000000000038
SAS1412_059,2020-09-28,4.46,7.007,1.644999999999996
SAS1412_060,2020-09-29,4.64,6.965999999999999,1.649000000000001
SAS1412_061,2020-09-30,4.79,6.942,1.6730000000000018
SAS1412_062,2020-10-01,4.69,7.019,1.6370000000000005
SAS1412_063,2020-10-02,4.8,6.945,1.6119999999999948
SAS1412_064,2020-10-03,4.97,6.996,1.659000000000006
SAS1412_065,2020-10-04,4.79,6.965,1.6140000000000043
SAS1412_066,2020-10-05,4.62,6.930999999999999,1.6460000000000008
SAS1412_067,2020-10-06,4.52,6.936999999999999,1.6949999999999932
SAS1412_068,2020-10-07,4.34,6.961,1.6820000000000022
SAS1412_069,2020-10-08,4.21,6.9670000000000005,1.6479999999999961
SAS1412_070,2020-10-09,4.27,6.920999999999999,1.6929999999999978
SAS1412_071,2020-10-10,4.34,7.015000000000001,1.7309999999999945
SAS1412_072,2020-10-11,4.41,6.981999999999999,1.7729999999999961
SAS1412_073,2020-10-12,4.27,6.949999999999999,1.8020000000000067
SAS1412_074,2020-10-13,4.36,6.968,1.7999999999999972
SAS1412_075,2020-10-14,4.26,7.004,1.8029999999999973
SAS1412_076,2020-10-15,4.29,6.936,1.8089999999999975
SAS1412_077,2020-10-16,4.36,6.961,1.8400000000000034
SAS1412_078,2020-10-17,4.4,6.936999999999999,1.7909999999999968
SAS1412_079,2020-10-18,4.36,7.009,1.7409999999999997
SAS1412_080,2020-10-19,4.39,6.978,1.7660000000000053
SAS1412_081,2020-10-20,4.48,6.996,1.811000000000007
SAS1412_082,2020-10-21,4.38,6.961,1.855000000000004
SAS1412_083,2020-10-22,4.56,6.93,1.820999999999998
SAS1412_084,2020-10-23,4.73,6.928000000000001,1.7890000000000015
SAS1412_085,2020-10-24,4.8,6.968,1.8020000000000067
SAS1412_086,2020-10-25,4.87,7.002000000000001,1.8430000000000035
SAS1412_087,2020-10-26,4.71,6.922000000000001,1.8730000000000047
SAS1412_088,2020-10-27,4.64,6.926,1.8619999999999948
SAS1412_089,2020-10-28,4.45,6.993,1.858000000000004
SAS1412_090,2020-10-29,4.39,6.93,1.8179999999999978
SAS1412_091,2020-10-30,4.21,6.957000000000001,1.8529999999999944
SAS1412_092,2020-10-31,4.38,6.997999999999999,1.8739999999999952
SAS1412_093,2020-11-01,4.54,7.01,1.858000000000004
SAS1412_094,2020-11-02,4.42,6.932,1.8460000000000036
SAS1412_095,2020-11-03,4.52,6.958,1.8780000000000001
SAS1412_096,2020-11-04,4.5,6.98,1.8799999999999955
SAS1412_097,2020-11-05,4.65,6.9239999999999995,1.858000000000004
SAS1412_098,2020-11-06,4.76,6.955,1.9009999999999962
SAS1412_099,2020-11-07,4.91,6.975,1.875
SAS1412_100,2020-11-08,4.82,7.005000000000001,1.8769999999999953
SAS1412_101,2020-11-09,4.67,6.98,1.9099999999999966
SAS1412_102,2020-11-10,4.65,6.92,1.9270000000000067
SAS1412_103,2020-11-11,4.79,7.013999999999999,1.9320000000000022
SAS1412_104,2020-11-12,4.99,6.9830000000000005,1.9240000000000066
SAS1412_105,2020-11-13,4.94,7.005000000000001,1.9000000000000057
SAS1412_106,2020-11-14,5.0,7.013999999999999,1.9470000000000027
SAS1412_107,2020-11-15,4.89,6.970000000000001,1.9950000000000045
SAS1412_108,2020-11-16,4.77,6.986000000000001,1.9969999999999999
SAS1412_109,2020-11-17,4.92,6.961,2.0
SAS1412_110,2020-11-18,4.83,6.959,2.0
SAS1412_111,2020-11-19,4.81,7.01,2.0
SAS1412_112,2020-11-20,4.83,6.936999999999999,1.9579999999999984
SAS1412_113,2020-11-21,4.77,6.936999999999999,1.9879999999999995
SAS1412_114,2020-11-22,4.85,6.952,2.0
SAS1412_115,2020-11-23,4.79,6.9399999999999995,1.9779999999999944
SAS1412_116,2020-11-24,4.67,6.930999999999999,1.9339999999999975
SAS1412_117,2020-11-25,4.69,6.991,1.9369999999999976
SAS1412_118,2020-11-26,4.69,6.954000000000001,1.9150000000000063
SAS1412_119,2020-11-27,4.57,6.952999999999999,1.8739999999999952
SAS1412_120,2020-11-28,4.59,6.946999999999999,1.8659999999999997
SAS1412_121,2020-11-29,4.41,6.941000000000001,1.8559999999999945
SAS1412_122,2020-11-30,4.34,6.981,1.8370000000000033
SAS1412_123,2020-12-01,4.53,6.927,1.804000000000002
SAS1412_124,2020-12-02,4.61,6.997,1.7990000000000066
SAS1412_125,2020-12-03,4.73,6.9670000000000005,1.7980000000000018
SAS1412_126,2020-12-04,4.72,6.989000000000001,1.7530000000000001
SAS1412_127,2020-12-05,4.73,6.997,1.7930000000000064
SAS1412_128,2020-12-06,4.8,7.004,1.8179999999999978
SAS1412_129,2020-12-07,4.79,7.016,1.816999999999993
SAS1412_130,2020-12-08,4.71,6.938000000000001,1.850999999999999
SAS1412_131,2020-12-09,4.73,6.952999999999999,1.8100000000000023
SAS1412_132,2020-12-10,4.57,6.962,1.7909999999999968
SAS1412_133,2020-12-11,4.51,6.981999999999999,1.801000000000002
SAS1412_134,2020-12-12,4.56,6.989000000000001,1.8449999999999989
SAS1412_135,2020-12-13,4.72,6.954000000000001,1.8359999999999985
SAS1412_136,2020-12-14,4.9,7.002000000000001,1.855000000000004
SAS1412_137,2020-12-15,4.72,7.013,1.831000000000003
SAS1412_138,2020-12-16,4.68,6.957000000000001,1.8529999999999944
SAS1412_139,2020-12-17,4.66,7.016,1.8190000000000026
SAS1412_140,2020-12-18,4.57,6.989000000000001,1.811000000000007
SAS1412_141,2020-12-19,4.68,6.945,1.784000000000006
SAS1412_142,2020-12-20,4.83,6.964,1.7830000000000013
SAS1412_143,2020-12-21,4.7,7.013,1.7879999999999967
SAS1412_144,2020-12-22,4.83,7.0009999999999994,1.7849999999999966
SAS1412_145,2020-12-23,4.7,6.93,1.7789999999999964
SAS1412_146,2020-12-24,4.74,6.9239999999999995,1.7620000000000005
SAS1412_147,2020-12-25,4.82,6.927,1.7879999999999967
SAS1412_148,2020-12-26,4.97,6.938000000000001,1.816999999999993
SAS1412_149,2020-12-27,4.81,7.006,1.7759999999999962
SAS1412_150,2020-12-28,4.89,6.927,1.811000000000007
SAS1412_151,2020-12-29,4.96,6.987,1.847999999999999
SAS1412_152,2020-12-30,4.98,6.978,1.8419999999999987
SAS1412_153,2020-12-31,4.9,6.9670000000000005,1.867999999999995
SAS1412_154,2021-01-01,4.5,6.946,1.8539999999999992
SAS1412_155,2021-01-02,4.49,6.997999999999999,1.8269999999999982
SAS1412_156,2021-01-03,4.6,6.939,1.8769999999999953
SAS1412_157,2021-01-04,4.41,6.911,1.850999999999999
SAS1412_158,2021-01-05,4.42,6.993,1.8700000000000045
SAS1412_159,2021-01-06,4.5,6.936,1.858000000000004
SAS1412_160,2021-01-07,4.38,6.981,1.867999999999995
SAS1412_161,2021-01-08,4.44,6.958,1.855000000000004
SAS1412_162,2021-01-09,4.25,6.927,1.8199999999999932
SAS1412_163,2021-01-10,4.31,6.946,1.8649999999999949
SAS1412_164,2021-01-11,4.4,6.994,1.8910000000000053
SAS1412_165,2021-01-12,4.53,6.942,1.8599999999999994
SAS1412_166,2021-01-13,4.45,6.938000000000001,1.8739999999999952
SAS1412_167,2021-01-14,4.47,6.9079999999999995,1.843999999999994
SAS1412_168,2021-01-15,4.37,6.941000000000001,1.8329999999999984
SAS1412_169,2021-01-16,4.25,6.930999999999999,1.7870000000000061
SAS1412_170,2021-01-17,4.13,6.93,1.801000000000002
SAS1412_171,2021-01-18,4.31,6.912000000000001,1.7780000000000058
SAS1412_172,2021-01-19,4.22,7.0009999999999994,1.7680000000000007
SAS1412_173,2021-01-20,4.17,6.968,1.7920000000000016
SAS1412_174,2021-01-21,4.15,6.9830000000000005,1.7519999999999953
SAS1412_175,2021-01-22,4.32,6.978,1.7960000000000065
SAS1412_176,2021-01-23,4.49,6.997,1.7720000000000056
SAS1412_177,2021-01-24,4.39,6.927,1.7830000000000013
SAS1412_178,2021-01-25,4.52,6.916,1.8160000000000025
SAS1412_179,2021-01-26,4.51,6.930999999999999,1.8449999999999989
SAS1412_180,2021-01-27,4.5,6.975,1.8179999999999978
SAS1412_181,2021-01-28,4.31,6.933,1.8319999999999936
SAS1412_182,2021-01-29,4.23,6.933999999999999,1.8569999999999993
SAS1412_183,2021-01-30,4.38,6.945,1.847999999999999
SAS1412_184,2021-01-31,4.21,6.912000000000001,1.831000000000003
SAS1412_185,2021-02-01,4.32,6.936999999999999,1.8269999999999982
SAS1412_186,2021-02-02,4.23,6.9399999999999995,1.801000000000002
SAS1412_187,2021-02-03,4.43,6.994999999999999,1.7680000000000007
SAS1412_188,2021-02-04,4.24,7.006,1.7890000000000015
SAS1412_189,2021-02-05,4.24,6.930999999999999,1.7960000000000065
SAS1412_190,2021-02-06,4.26,6.965,1.7590000000000003
SAS1412_191,2021-02-07,4.41,6.912000000000001,1.8070000000000022
SAS1412_192,2021-02-08,4.24,6.936,1.7680000000000007
SAS1412_193,2021-02-09,4.07,6.978999999999999,1.8059999999999974
SAS1412_194,2021-02-10,4.03,6.978999999999999,1.7999999999999972
SAS1412_195,2021-02-11,4.07,6.997999999999999,1.7789999999999964
SAS1412_196,2021-02-12,4.16,6.971,1.730000000000004
SAS1412_197,2021-02-13,4.07,6.922000000000001,1.733000000000004
SAS1412_198,2021-02-14,4.26,6.93,1.7379999999999995
SAS1412_199,2021-02-15,4.45,6.984999999999999,1.7319999999999993
SAS1412_200,2021-02-16,4.49,6.930999999999999,1.7600000000000051
SAS1412_201,2021-02-17,4.6,6.957000000000001,1.7289999999999992
SAS1412_202,2021-02-18,4.57,6.913,1.766999999999996
SAS1412_203,2021-02-19,4.61,6.952999999999999,1.7390000000000043
SAS1412_204,2021-02-20,4.63,6.933,1.6940000000000026
SAS1412_205,2021-02-21,4.73,6.971,1.6820000000000022
SAS1412_206,2021-02-22,4.73,7.002000000000001,1.725999999999999
SAS1412_207,2021-02-23,4.83,6.907,1.7129999999999939
SAS1412_208,2021-02-24,4.99,6.952999999999999,1.7360000000000042
SAS1412_209,2021-02-25,4.95,6.9190000000000005,1.7319999999999993
SAS1412_210,2021-02-26,4.95,6.952999999999999,1.7609999999999957
SAS1412_211,2021-02-27,4.95,6.978,1.7890000000000015
SAS1412_212,2021-02-28,4.75,6.917,1.769999999999996
SAS1412_213,2021-03-01,4.76,6.93,1.7990000000000066
SAS1412_214,2021-03-02,4.85,6.943,1.8389999999999986
SAS1412_215,2021-03-03,4.83,6.99,1.8760000000000048
SAS1412_216,2021-03-04,4.99,6.9190000000000005,1.8970000000000056
SAS1412_217,2021-03-05,4.98,6.970000000000001,1.8859999999999957
SAS1412_218,2021-03-06,4.91,6.936999999999999,1.8419999999999987
SAS1412_219,2021-03-07,4.91,6.974,1.847999999999999
SAS1412_220,2021-03-08,4.83,6.987,1.8569999999999993
SAS1412_221,2021-03-09,4.86,6.993,1.8719999999999999
SAS1412_222,2021-03-10,4.89,6.9399999999999995,1.8870000000000005
SAS1412_223,2021-03-11,4.83,6.9510000000000005,1.9080000000000013
SAS1412_224,2021-03-12,4.95,6.92,1.9569999999999936
SAS1412_225,2021-03-13,4.86,6.9990000000000006,1.9369999999999976
SAS1412_226,2021-03-14,4.81,6.964,1.9699999999999989
SAS1412_227,2021-03-15,4.85,6.958,1.9320000000000022
SAS1412_228,2021-03-16,4.95,6.917999999999999,1.8900000000000006
SAS1412_229,2021-03-17,4.77,6.955,1.9000000000000057
SAS1412_230,2021-03-18,4.85,6.954000000000001,1.9380000000000024
SAS1412_231,2021-03-19,4.69,6.991,1.9809999999999945
SAS1412_232,2021-03-20,4.6,6.941000000000001,2.0
SAS1412_233,2021-03-21,4.57,6.978,1.9719999999999942
SAS1412_234,2021-03-22,4.53,6.952,1.9399999999999977
SAS1412_235,2021-03-23,4.72,6.978999999999999,1.9120000000000061
SAS1412_236,2021-03-24,4.53,6.92,1.8659999999999997
SAS1412_237,2021-03-25,4.47,6.932,1.8499999999999943
SAS1412_238,2021-03-26,4.36,7.006,1.8840000000000003
SAS1412_239,2021-03-27,4.29,6.973000000000001,1.8799999999999955
SAS1412_240,2021-03-28,4.48,6.992000000000001,1.8329999999999984
SAS1412_241,2021-03-29,4.53,6.936,1.875
SAS1412_242,2021-03-30,4.61,6.973000000000001,1.8670000000000044
SAS1412_243,2021-03-31,4.42,6.927,1.9069999999999965
SAS1412_244,2021-04-01,4.31,6.971,1.8769999999999953
SAS1412_245,2021-04-02,4.33,6.949,1.8810000000000002
SAS1412_246,2021-04-03,4.28,6.925000000000001,1.9200000000000017
SAS1412_247,2021-04-04,4.46,6.9830000000000005,1.9000000000000057
SAS1412_248,2021-04-05,4.49,6.928000000000001,1.9000000000000057
SAS1412_249,2021-04-06,4.32,6.954000000000001,1.926000000000002
SAS1412_250,2021-04-07,4.5,7.003,1.9309999999999974
SAS1412_251,2021-04-08,4.37,6.975,1.9710000000000036
SAS1412_252,2021-04-09,4.25,6.911,1.9240000000000066
SAS1412_253,2021-04-10,4.09,6.91,1.9080000000000013
SAS1412_254,2021-04-11,4.29,6.952,1.9539999999999935
SAS1412_255,2021-04-12,4.25,6.957000000000001,1.9609999999999985
SAS1412_256,2021-04-13,4.37,6.971,1.9620000000000033
SAS1412_257,2021-04-14,4.49,7.003,1.983000000000004
SAS1412_258,2021-04-15,4.5,6.917999999999999,1.938999999999993
SAS1412_259,2021-04-16,4.63,6.911,1.9300000000000068
SAS1412_260,2021-04-17,4.64,6.954000000000001,1.9470000000000027
SAS1412_261,2021-04-18,4.6,6.984999999999999,1.9860000000000042
SAS1412_262,2021-04-19,4.6,6.961,2.0
SAS1412_263,2021-04-20,4.71,6.997999999999999,1.956000000000003
SAS1412_264,2021-04-21,4.59,6.9079999999999995,1.9270000000000067
SAS1412_265,2021-04-22,4.68,6.944000000000001,1.9680000000000035
SAS1412_266,2021-04-23,4.58,6.917999999999999,1.975999999999999
SAS1412_267,2021-04-24,4.7,6.909000000000001,1.983000000000004
SAS1412_268,2021-04-25,4.52,6.997999999999999,1.992999999999995
SAS1412_269,2021-04-26,4.65,6.9830000000000005,2.0
SAS1412_270,2021-04-27,4.71,6.941000000000001,2.0
SAS1412_271,2021-04-28,4.55,6.957000000000001,1.9710000000000036
SAS1412_272,2021-04-29,4.39,6.993,1.9959999999999951
SAS1412_273,2021-04-30,4.38,6.9879999999999995,1.9860000000000042
SAS1412_274,2021-05-01,4.34,7.006,1.9410000000000025
SAS1412_275,2021-05-02,4.37,6.981999999999999,1.9249999999999972
SAS1412_276,2021-05-03,4.38,6.939,1.9110000000000014
SAS1412_277,2021-05-04,4.48,6.992000000000001,1.9369999999999976
SAS1412_278,2021-05-05,4.51,6.987,1.9150000000000063
SAS1412_279,2021-05-06,4.55,7.003,1.956000000000003
SAS1412_280,2021-05-07,4.64,6.938000000000001,1.9110000000000014
SAS1412_281,2021-05-08,4.67,6.9350000000000005,1.9410000000000025
SAS1412_282,2021-05-09,4.61,6.981,1.9320000000000022
SAS1412_283,2021-05-10,4.51,6.948,1.9740000000000038
SAS1412_284,2021-05-11,4.47,6.9350000000000005,1.9909999999999997
SAS1412_285,2021-05-12,4.48,6.914,1.9669999999999987
SAS1412_286,2021-05-13,4.45,6.932,1.9740000000000038
SAS1412_287,2021-05-14,4.5,6.9350000000000005,1.9309999999999974
SAS1412_288,2021-05-15,4.53,6.913,1.9129999999999967
SAS1412_289,2021-05-16,4.62,6.946,1.8850000000000051
SAS1412_290,2021-05-17,4.71,6.946999999999999,1.8649999999999949
SAS1412_291,2021-05-18,4.61,6.926,1.8840000000000003
SAS1412_292,2021-05-19,4.45,6.968,1.9180000000000064
SAS1412_293,2021-05-20,4.57,6.9190000000000005,1.9669999999999987
SAS1412_294,2021-05-21,4.77,6.962999999999999,1.9249999999999972
SAS1412_295,2021-05-22,4.66,6.965,1.9050000000000011
SAS1412_296,2021-05-23,4.7,6.9830000000000005,1.9539999999999935
SAS1412_297,2021-05-24,4.54,6.939,1.9609999999999985
SAS1412_298,2021-05-25,4.64,7.0,1.9369999999999976
SAS1412_299,2021-05-26,4.81,6.930999999999999,1.9519999999999982
SAS1412_300,2021-05-27,4.91,7.003,1.9609999999999985
SAS1412_301,2021-05-28,4.87,6.913,1.9609999999999985
SAS1412_302,2021-05-29,4.98,6.960000000000001,1.9909999999999997
SAS1412_303,2021-05-30,4.8,6.984999999999999,2.0
SAS1412_304,2021-05-31,4.7,6.943,2.0
SAS1412_305,2021-06-01,4.69,6.91,2.0
SAS1412_306,2021-06-02,4.72,6.98,1.965999999999994
SAS1412_307,2021-06-03,4.65,6.949999999999999,1.9429999999999978
SAS1412_308,2021-06-04,4.62,6.933999999999999,1.9249999999999972
SAS1412_309,2021-06-05,4.65,6.914,1.929000000000002
SAS1412_310,2021-06-06,4.71,6.975,1.9479999999999933
SAS1412_311,2021-06-07,4.87,6.907,1.9839999999999947
SAS1412_312,2021-06-08,4.68,6.974,1.9680000000000035
SAS1412_313,2021-06-09,4.6,6.92,1.9339999999999975
SAS1412_314,2021-06-10,4.67,6.914999999999999,1.9069999999999965
SAS1412_315,2021-06-11,4.85,6.939,1.8659999999999997
SAS1412_316,2021-06-12,4.87,6.909000000000001,1.8829999999999956
SAS1412_317,2021-06-13,4.88,7.005000000000001,1.8900000000000006
SAS1412_318,2021-06-14,4.75,6.914999999999999,1.8539999999999992
SAS1412_319,2021-06-15,4.6,6.955,1.8619999999999948
SAS1412_320,2021-06-16,4.74,6.9879999999999995,1.8659999999999997
SAS1412_321,2021-06-17,4.82,6.9350000000000005,1.8790000000000049
SAS1412_322,2021-06-18,4.96,6.907,1.9110000000000014
SAS1412_323,2021-06-19,4.91,6.914999999999999,1.933000000000007
SAS1412_324,2021-06-20,4.97,6.925000000000001,1.9509999999999934
SAS1412_325,2021-06-21,4.98,6.925000000000001,1.9719999999999942
SAS1412_326,2021-06-22,4.78,6.981,1.9719999999999942
SAS1412_327,2021-06-23,4.91,6.939,1.9819999999999993
SAS1412_328,2021-06-24,4.9,6.952,2.0
SAS1412_329,2021-06-25,4.8,6.952999999999999,2.0
SAS1412_330,2021-06-26,4.95,6.994999999999999,2.0
SAS1412_331,2021-06-27,4.93,6.922000000000001,1.9890000000000043
SAS1412_332,2021-06-28,4.77,6.930999999999999,2.0
SAS1412_333,2021-06-29,4.92,6.975,2.0
SAS1412_334,2021-06-30,4.82,6.9830000000000005,1.9969999999999999
SAS1412_335,2021-07-01,4.99,6.968999999999999,1.9839999999999947
SAS1412_336,2021-07-02,4.92,6.952999999999999,1.992999999999995
SAS1412_337,2021-07-03,4.99,6.978999999999999,2.0
SAS1412_338,2021-07-04,4.98,6.957000000000001,1.9860000000000042
SAS1412_339,2021-07-05,4.96,7.0,1.9620000000000033
SAS1412_340,2021-07-06,4.96,6.977,1.9680000000000035
SAS1412_341,2021-07-07,4.94,6.9830000000000005,1.9620000000000033
SAS1412_342,2021-07-08,4.81,6.968999999999999,1.9969999999999999
SAS1412_343,2021-07-09,4.78,6.929,2.0
SAS1412_344,2021-07-10,4.83,6.917,2.0
SAS1412_345,2021-07-11,5.0,6.922000000000001,1.9650000000000034
SAS1412_346,2021-07-12,4.87,7.003,2.0
SAS1412_347,2021-07-13,4.76,6.9510000000000005,1.9879999999999995
SAS1412_348,2021-07-14,4.76,6.9079999999999995,1.9740000000000038
SAS1412_349,2021-07-15,4.58,6.923,1.9599999999999937
SAS1412_350,2021-07-16,4.42,6.996,1.9240000000000066
SAS1412_351,2021-07-17,4.4,6.944000000000001,1.968999999999994
SAS1412_352,2021-07-18,4.5,6.962999999999999,1.9309999999999974
SAS1412_353,2021-07-19,4.33,6.933,1.9770000000000039
SAS1412_354,2021-07-20,4.24,6.996,1.9479999999999933
SAS1412_355,2021-07-21,4.16,6.943,1.980000000000004
SAS1412_356,2021-07-22,4.06,6.975,2.0
SAS1412_357,2021-07-23,4.21,6.965999999999999,2.0
SAS1412_358,2021-07-24,4.19,6.991,2.0
SAS1412_359,2021-07-25,4.31,6.925000000000001,2.0
SAS1412_360,2021-07-26,4.4,6.909000000000001,2.0
SAS1412_361,2021-07-27,4.51,6.973000000000001,1.983000000000004
SAS1412_362,2021-07-28,4.38,6.92,2.0
SAS1412_363,2021-07-29,4.45,6.944000000000001,1.9629999999999939
SAS1412_364,2021-07-30,4.45,6.9510000000000005,1.9509999999999934
SAS1412_365,2021-07-31,4.37,6.933,1.9200000000000017
SAS1412_366,2021-08-01,4.31,6.936999999999999,1.9270000000000067
SAS1412_367,2021-08-02,4.26,6.944000000000001,1.9270000000000067
SAS1412_368,2021-08-03,4.4,6.9079999999999995,1.9680000000000035
SAS1412_369,2021-08-04,4.25,6.949,1.9350000000000023
SAS1412_370,2021-08-05,4.42,6.964,1.9519999999999982
SAS1412_371,2021-08-06,4.61,6.997,1.9779999999999944
SAS1412_372,2021-08-07,4.59,6.943,1.9380000000000024
SAS1412_373,2021-08-08,4.58,6.973000000000001,1.9860000000000042
SAS1412_374,2021-08-09,4.72,6.944000000000001,1.9639999999999986
SAS1412_375,2021-08-10,4.76,6.989000000000001,1.9710000000000036
SAS1412_376,2021-08-11,4.91,6.9990000000000006,1.9920000000000044
SAS1412_377,2021-08-12,4.87,7.006,1.980000000000004
SAS1412_378,2021-08-13,4.95,6.906000000000001,1.968999999999994
SAS1412_379,2021-08-14,4.92,6.986000000000001,2.0
SAS1412_380,2021-08-15,4.95,6.9990000000000006,1.9789999999999992
SAS1412_381,2021-08-16,4.82,6.992000000000001,1.9599999999999937
SAS1412_382,2021-08-17,4.76,6.958,1.9509999999999934
SAS1412_383,2021-08-18,4.71,6.939,1.9110000000000014
SAS1412_384,2021-08-19,4.8,6.9719999999999995,1.9170000000000016
SAS1412_385,2021-08-20,4.68,6.952,1.9039999999999964
SAS1412_386,2021-08-21,4.55,6.952999999999999,1.936000000000007
SAS1412_387,2021-08-22,4.44,6.976000000000001,1.972999999999999
SAS1412_388,2021-08-23,4.29,6.968,1.9650000000000034
SAS1412_389,2021-08-24,4.2,6.929,2.0
SAS1412_390,2021-08-25,4.18,6.913,2.0
SAS1412_391,2021-08-26,4.36,6.993,2.0
SAS1412_392,2021-08-27,4.54,6.997,1.9779999999999944
SAS1412_393,2021-08-28,4.6,6.92,1.9539999999999935
SAS1412_394,2021-08-29,4.71,6.928000000000001,1.9150000000000063
SAS1412_395,2021-08-30,4.89,6.996,1.945999999999998
SAS1412_396,2021-08-31,4.81,6.912000000000001,1.9230000000000018
SAS1412_397,2021-09-01,4.68,6.99,1.9050000000000011
SAS1412_398,2021-09-02,4.55,6.99,1.8940000000000055
SAS1412_399,2021-09-03,4.65,7.003,1.933000000000007
SAS1412_400,2021-09-04,4.49,6.996,1.9710000000000036
SAS1412_401,2021-09-05,4.53,6.977,1.9339999999999975
SAS1412_402,2021-09-06,4.65,6.929,1.9399999999999977
SAS1412_403,2021-09-07,4.82,6.925000000000001,1.9380000000000024
SAS1412_404,2021-09-08,4.76,6.9879999999999995,1.9099999999999966
SAS1412_405,2021-09-09,4.74,6.98,1.936000000000007
SAS1412_406,2021-09-10,4.68,6.942,1.9069999999999965
SAS1412_407,2021-09-11,4.86,7.003,1.9509999999999934
SAS1412_408,2021-09-12,4.96,6.941000000000001,1.9099999999999966
SAS1412_409,2021-09-13,4.98,6.907,1.9579999999999984
SAS1412_410,2021-09-14,4.92,7.003,1.929000000000002
SAS1412_411,2021-09-15,4.89,6.914999999999999,1.9590000000000032
SAS1412_412,2021-09-16,4.92,6.98,1.918999999999997
SAS1412_413,2021-09-17,4.77,7.002000000000001,1.8719999999999999
SAS1412_414,2021-09-18,4.66,6.914,1.8910000000000053
SAS1412_415,2021-09-19,4.74,6.98,1.8880000000000052
